,dataset,column,partition,min,max,median,unique,n_class,p_class,instances
584,Diabetes,CHECKUP1_10,A,0.0,1.0,1.0,2,0.8749547062945663,0.12504529370543369,1211537
585,Diabetes,CHECKUP1_10,B,0.0,1.0,1.0,2,0.8260996651464286,0.17390033485357143,232639
586,Diabetes,CHECKUP1_40,A,0.0,1.0,0.0,2,0.8749547062945663,0.12504529370543369,1211537
587,Diabetes,CHECKUP1_40,B,0.0,1.0,0.0,2,0.8260996651464286,0.17390033485357143,232639
588,Diabetes,CHECKUP1_20,A,0.0,1.0,0.0,2,0.8749547062945663,0.12504529370543369,1211537
589,Diabetes,CHECKUP1_20,B,0.0,1.0,0.0,2,0.8260996651464286,0.17390033485357143,232639
590,Diabetes,CHECKUP1_30,A,0.0,1.0,0.0,2,0.8749547062945663,0.12504529370543369,1211537
591,Diabetes,CHECKUP1_30,B,0.0,1.0,0.0,2,0.8260996651464286,0.17390033485357143,232639
592,Diabetes,CHECKUP1_80,A,0.0,1.0,0.0,2,0.8749547062945663,0.12504529370543369,1211537
593,Diabetes,CHECKUP1_80,B,0.0,1.0,0.0,2,0.8260996651464286,0.17390033485357143,232639
594,Diabetes,CHECKUP1_nan,A,0.0,1.0,0.0,2,0.8749547062945663,0.12504529370543369,1211537
595,Diabetes,CHECKUP1_nan,B,0.0,1.0,0.0,2,0.8260996651464286,0.17390033485357143,232639
596,Diabetes,MICHD_20,A,0.0,1.0,1.0,2,0.8749547062945663,0.12504529370543369,1211537
597,Diabetes,MICHD_20,B,0.0,1.0,1.0,2,0.8260996651464286,0.17390033485357143,232639
598,Diabetes,MICHD_nan,A,0.0,1.0,0.0,2,0.8749547062945663,0.12504529370543369,1211537
599,Diabetes,MICHD_nan,B,0.0,1.0,0.0,2,0.8260996651464286,0.17390033485357143,232639
600,Diabetes,MICHD_10,A,0.0,1.0,0.0,2,0.8749547062945663,0.12504529370543369,1211537
601,Diabetes,MICHD_10,B,0.0,1.0,0.0,2,0.8260996651464286,0.17390033485357143,232639
602,Diabetes,IYEAR,A,2015.0,2022.0,2017.0,8,0.8749547062945663,0.12504529370543369,1211537
603,Diabetes,IYEAR,B,2015.0,2022.0,2019.0,8,0.8260996651464286,0.17390033485357143,232639
604,Diabetes,SEX,A,0.0,1.0,1.0,2,0.8749547062945663,0.12504529370543369,1211537
605,Diabetes,SEX,B,0.0,1.0,1.0,2,0.8260996651464286,0.17390033485357143,232639
606,FICO HELOC,MSinceOldestTradeOpen,A,-1.2684465653731636,4.093991437176274,0.0296394285661826,414,0.7618876080691642,0.23811239193083575,2776
607,FICO HELOC,MSinceOldestTradeOpen,B,-1.2594942481735818,6.000835000687175,0.5130645573435942,518,0.43524664844461797,0.564753351555382,7683
608,FICO HELOC,MSinceMostRecentTradeOpen,A,-1.0877294276042917,29.076562885526545,-0.0873829988525036,73,0.7618876080691642,0.23811239193083575,2776
609,FICO HELOC,MSinceMostRecentTradeOpen,B,-0.3951819000068999,17.07240574050509,0.0665164517246944,104,0.43524664844461797,0.564753351555382,7683
610,FICO HELOC,AverageMInFile,A,-1.4388078307795251,7.836273294412695,0.0991520496732662,176,0.7618876080691642,0.23811239193083575,2776
611,FICO HELOC,AverageMInFile,B,-1.131215854688967,6.392957098910845,0.6433532381411771,232,0.43524664844461797,0.564753351555382,7683
612,FICO HELOC,NumSatisfactoryTrades,A,-1.4451256385894782,3.875556337322628,0.0933848122766729,66,0.7618876080691642,0.23811239193083575,2776
613,FICO HELOC,NumSatisfactoryTrades,B,-0.8040796173952486,4.196079347919743,0.4139078228737877,72,0.43524664844461797,0.564753351555382,7683
614,FICO HELOC,NumTrades60Ever2DerogPubRec,A,-1.796376964408645,4.377613531424672,0.1881199806806354,18,0.7618876080691642,0.23811239193083575,2776
615,FICO HELOC,NumTrades60Ever2DerogPubRec,B,0.1881199806806354,3.716114549728245,0.1881199806806354,14,0.43524664844461797,0.564753351555382,7683
616,FICO HELOC,NumTrades90Ever2DerogPubRec,A,-1.8317010889925005,4.762677440590137,0.2879205812304903,15,0.7618876080691642,0.23811239193083575,2776
617,FICO HELOC,NumTrades90Ever2DerogPubRec,B,0.2879205812304903,4.05613688384914,0.2879205812304903,12,0.43524664844461797,0.564753351555382,7683
618,FICO HELOC,PercentTradesNeverDelq,A,-1.800394193216573,0.9280703270158182,0.4274346352300582,72,0.7618876080691642,0.23811239193083575,2776
619,FICO HELOC,PercentTradesNeverDelq,B,-1.5751081319129814,0.9280703270158182,0.9280703270158182,58,0.43524664844461797,0.564753351555382,7683
620,FICO HELOC,MSinceMostRecentDelq,A,-0.901805574304166,4.755919805018768,-0.2025361453990844,81,0.7618876080691642,0.23811239193083575,2776
621,FICO HELOC,MSinceMostRecentDelq,B,-0.838235626221886,4.946629649265608,-0.7746656781396057,86,0.43524664844461797,0.564753351555382,7683
622,FICO HELOC,NumTotalTrades,A,-1.4186654607152958,4.1736027902352975,0.0376543963030879,77,0.7618876080691642,0.23811239193083575,2776
623,FICO HELOC,NumTotalTrades,B,-0.8943903121886777,5.163900293007798,0.3289183677067646,86,0.43524664844461797,0.564753351555382,7683
624,FICO HELOC,NumTradesOpeninLast12M,A,-1.7911305549337668,3.550058514645538,0.2631729333659657,17,0.7618876080691642,0.23811239193083575,2776
625,FICO HELOC,NumTradesOpeninLast12M,B,0.0577425845359924,3.960919212305485,0.2631729333659657,16,0.43524664844461797,0.564753351555382,7683
626,FICO HELOC,PercentInstallTrades,A,-1.4557253722964991,2.827912894437134,0.0769525396540668,90,0.7618876080691642,0.23811239193083575,2776
627,FICO HELOC,PercentInstallTrades,B,-1.1020304695386762,2.827912894437134,0.155551406933583,93,0.43524664844461797,0.564753351555382,7683
628,FICO HELOC,MSinceMostRecentInqexcl7days,A,-1.2185428310962336,4.555940707098446,0.4055306640210199,27,0.7618876080691642,0.23811239193083575,2776
629,FICO HELOC,MSinceMostRecentInqexcl7days,B,-1.03809022052765,4.736393317667029,0.4055306640210199,27,0.43524664844461797,0.564753351555382,7683
630,FICO HELOC,NumInqLast6M,A,-1.74264484238151,9.47858368070584,0.297578525452554,23,0.7618876080691642,0.23811239193083575,2776
631,FICO HELOC,NumInqLast6M,B,0.0935561886691476,13.55903041637397,0.297578525452554,21,0.43524664844461797,0.564753351555382,7683
632,FICO HELOC,NumInqLast6Mexcl7days,A,-1.7474595904090735,9.574031229337711,0.3109932859085235,22,0.7618876080691642,0.23811239193083575,2776
633,FICO HELOC,NumInqLast6Mexcl7days,B,0.1051479982767637,13.690936981972907,0.3109932859085235,22,0.43524664844461797,0.564753351555382,7683
634,FICO HELOC,NetFractionRevolvingBurden,A,-1.3697986134256948,5.129519893460686,0.1404164753113895,127,0.7618876080691642,0.23811239193083575,2776
635,FICO HELOC,NetFractionRevolvingBurden,B,-1.342830486841104,2.1090897159865176,-0.560754815887971,112,0.43524664844461797,0.564753351555382,7683
636,FICO HELOC,NetFractionInstallBurden,A,-1.049051056484044,9.913886392415586,0.1157610474615414,115,0.7618876080691642,0.23811239193083575,2776
637,FICO HELOC,NetFractionInstallBurden,B,-1.026211603465503,3.6330368123168393,0.2756372185913277,130,0.43524664844461797,0.564753351555382,7683
638,FICO HELOC,NumRevolvingTradesWBalance,A,-1.624808434817997,3.996222508845986,0.2981758353828392,26,0.7618876080691642,0.23811239193083575,2776
639,FICO HELOC,NumRevolvingTradesWBalance,B,-1.4768865678794711,4.439988109661564,0.1502539684443134,28,0.43524664844461797,0.564753351555382,7683
640,FICO HELOC,NumInstallTradesWBalance,A,-1.6484397575602374,3.067457487006421,0.4265550300490923,17,0.7618876080691642,0.23811239193083575,2776
641,FICO HELOC,NumInstallTradesWBalance,B,-1.459803867777571,4.387908715485085,0.4265550300490923,18,0.43524664844461797,0.564753351555382,7683
642,FICO HELOC,NumBank2NatlTradesWHighUtilization,A,-1.5891841515744682,3.7409987170603936,0.3849576516236289,16,0.7618876080691642,0.23811239193083575,2776
643,FICO HELOC,NumBank2NatlTradesWHighUtilization,B,-1.3917699712546583,3.346170356420774,0.1875434713038192,17,0.43524664844461797,0.564753351555382,7683
644,FICO HELOC,PercentTradesWBalance,A,-1.737203712294924,1.0354564617092823,0.3486507305339285,73,0.7618876080691642,0.23811239193083575,2776
645,FICO HELOC,PercentTradesWBalance,B,-1.7117664629921332,1.0354564617092823,0.0942782375060196,93,0.43524664844461797,0.564753351555382,7683
646,FICO HELOC,MaxDelq2PublicRecLast12M_30,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
647,FICO HELOC,MaxDelq2PublicRecLast12M_30,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
648,FICO HELOC,MaxDelq2PublicRecLast12M_00,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
649,FICO HELOC,MaxDelq2PublicRecLast12M_00,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
650,FICO HELOC,MaxDelq2PublicRecLast12M_70,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
651,FICO HELOC,MaxDelq2PublicRecLast12M_70,B,0.0,1.0,1.0,2,0.43524664844461797,0.564753351555382,7683
652,FICO HELOC,MaxDelq2PublicRecLast12M_60,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
653,FICO HELOC,MaxDelq2PublicRecLast12M_60,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
654,FICO HELOC,MaxDelq2PublicRecLast12M_40,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
655,FICO HELOC,MaxDelq2PublicRecLast12M_40,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
656,FICO HELOC,MaxDelq2PublicRecLast12M_50,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
657,FICO HELOC,MaxDelq2PublicRecLast12M_50,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
658,FICO HELOC,MaxDelq2PublicRecLast12M_-90,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
659,FICO HELOC,MaxDelq2PublicRecLast12M_-90,B,0.0,0.0,0.0,1,0.43524664844461797,0.564753351555382,7683
660,FICO HELOC,MaxDelq2PublicRecLast12M_90,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
661,FICO HELOC,MaxDelq2PublicRecLast12M_90,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
662,FICO HELOC,MaxDelq2PublicRecLast12M_10,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
663,FICO HELOC,MaxDelq2PublicRecLast12M_10,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
664,FICO HELOC,MaxDelq2PublicRecLast12M_20,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
665,FICO HELOC,MaxDelq2PublicRecLast12M_20,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
666,FICO HELOC,MaxDelqEver_50,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
667,FICO HELOC,MaxDelqEver_50,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
668,FICO HELOC,MaxDelqEver_80,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
669,FICO HELOC,MaxDelqEver_80,B,0.0,1.0,1.0,2,0.43524664844461797,0.564753351555382,7683
670,FICO HELOC,MaxDelqEver_60,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
671,FICO HELOC,MaxDelqEver_60,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
672,FICO HELOC,MaxDelqEver_40,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
673,FICO HELOC,MaxDelqEver_40,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
674,FICO HELOC,MaxDelqEver_20,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
675,FICO HELOC,MaxDelqEver_20,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
676,FICO HELOC,MaxDelqEver_-90,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
677,FICO HELOC,MaxDelqEver_-90,B,0.0,0.0,0.0,1,0.43524664844461797,0.564753351555382,7683
678,FICO HELOC,MaxDelqEver_30,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
679,FICO HELOC,MaxDelqEver_30,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
680,FICO HELOC,MaxDelqEver_70,A,0.0,1.0,0.0,2,0.7618876080691642,0.23811239193083575,2776
681,FICO HELOC,MaxDelqEver_70,B,0.0,1.0,0.0,2,0.43524664844461797,0.564753351555382,7683
682,Food Stamps,HUPAC,A,-2.0144544790968144,0.7888126321911201,0.7888126321911201,4,0.8101397351810377,0.18986026481896237,786273
683,Food Stamps,HUPAC,B,-2.0144544790968144,0.7888126321911201,0.7888126321911201,4,0.7807545710655692,0.21924542893443075,54309
684,Food Stamps,WIF,A,-1.3907976896010323,1.4367351679922682,0.494224215461168,4,0.8101397351810377,0.18986026481896237,786273
685,Food Stamps,WIF,B,-1.3907976896010323,1.4367351679922682,-0.4482867370699321,4,0.7807545710655692,0.21924542893443075,54309
686,Food Stamps,WKHP,A,-1.153241372918033,4.094011748437979,0.1188199898349396,100,0.8101397351810377,0.18986026481896237,786273
687,Food Stamps,WKHP,B,-1.153241372918033,4.094011748437979,0.1718225466163135,90,0.7807545710655692,0.21924542893443075,54309
688,Food Stamps,WKW,A,-0.8279363707572965,2.3842924470638667,-0.292564901120436,7,0.8101397351810377,0.18986026481896237,786273
689,Food Stamps,WKW,B,-0.8279363707572965,2.3842924470638667,-0.292564901120436,7,0.7807545710655692,0.21924542893443075,54309
690,Food Stamps,AGEP,A,-1.4553966292490934,1.6695749697852524,-0.074595225024615,44,0.8101397351810377,0.18986026481896237,786273
691,Food Stamps,AGEP,B,-1.4553966292490934,1.6695749697852524,-0.0019214669075372,44,0.7807545710655692,0.21924542893443075,54309
692,Food Stamps,ACS_YEAR,A,0.0,0.0,0.0,1,0.8101397351810377,0.18986026481896237,786273
693,Food Stamps,ACS_YEAR,B,0.0,0.0,0.0,1,0.7807545710655692,0.21924542893443075,54309
694,Food Stamps,ENG_00,A,0.0,1.0,1.0,2,0.8101397351810377,0.18986026481896237,786273
695,Food Stamps,ENG_00,B,0.0,1.0,1.0,2,0.7807545710655692,0.21924542893443075,54309
696,Food Stamps,ENG_03,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
697,Food Stamps,ENG_03,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
698,Food Stamps,ENG_01,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
699,Food Stamps,ENG_01,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
700,Food Stamps,ENG_02,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
701,Food Stamps,ENG_02,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
702,Food Stamps,ENG_04,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
703,Food Stamps,ENG_04,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
704,Food Stamps,FER_00,A,0.0,1.0,1.0,2,0.8101397351810377,0.18986026481896237,786273
705,Food Stamps,FER_00,B,0.0,1.0,1.0,2,0.7807545710655692,0.21924542893443075,54309
706,Food Stamps,FER_02,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
707,Food Stamps,FER_02,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
708,Food Stamps,FER_01,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
709,Food Stamps,FER_01,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
710,Food Stamps,NWLA_03,A,0.0,1.0,1.0,2,0.8101397351810377,0.18986026481896237,786273
711,Food Stamps,NWLA_03,B,0.0,1.0,1.0,2,0.7807545710655692,0.21924542893443075,54309
712,Food Stamps,NWLA_02,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
713,Food Stamps,NWLA_02,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
714,Food Stamps,NWLA_01,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
715,Food Stamps,NWLA_01,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
716,Food Stamps,NWLK_03,A,0.0,1.0,1.0,2,0.8101397351810377,0.18986026481896237,786273
717,Food Stamps,NWLK_03,B,0.0,1.0,1.0,2,0.7807545710655692,0.21924542893443075,54309
718,Food Stamps,NWLK_02,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
719,Food Stamps,NWLK_02,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
720,Food Stamps,NWLK_01,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
721,Food Stamps,NWLK_01,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
722,Food Stamps,OCCP_TRN,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
723,Food Stamps,OCCP_TRN,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
724,Food Stamps,OCCP_OFF,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
725,Food Stamps,OCCP_OFF,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
726,Food Stamps,OCCP_NA,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
727,Food Stamps,OCCP_NA,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
728,Food Stamps,OCCP_PRD,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
729,Food Stamps,OCCP_PRD,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
730,Food Stamps,OCCP_EDU,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
731,Food Stamps,OCCP_EDU,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
732,Food Stamps,OCCP_RPR,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
733,Food Stamps,OCCP_RPR,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
734,Food Stamps,OCCP_SAL,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
735,Food Stamps,OCCP_SAL,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
736,Food Stamps,OCCP_FFF,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
737,Food Stamps,OCCP_FFF,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
738,Food Stamps,OCCP_EAT,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
739,Food Stamps,OCCP_EAT,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
740,Food Stamps,OCCP_CLN,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
741,Food Stamps,OCCP_CLN,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
742,Food Stamps,OCCP_MGR,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
743,Food Stamps,OCCP_MGR,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
744,Food Stamps,OCCP_MED,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
745,Food Stamps,OCCP_MED,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
746,Food Stamps,OCCP_CMM,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
747,Food Stamps,OCCP_CMM,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
748,Food Stamps,OCCP_PRT,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
749,Food Stamps,OCCP_PRT,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
750,Food Stamps,OCCP_PRS,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
751,Food Stamps,OCCP_PRS,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
752,Food Stamps,OCCP_HLS,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
753,Food Stamps,OCCP_HLS,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
754,Food Stamps,OCCP_MIL,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
755,Food Stamps,OCCP_MIL,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
756,Food Stamps,OCCP_FIN,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
757,Food Stamps,OCCP_FIN,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
758,Food Stamps,OCCP_CON,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
759,Food Stamps,OCCP_CON,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
760,Food Stamps,OCCP_SCI,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
761,Food Stamps,OCCP_SCI,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
762,Food Stamps,OCCP_Une,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
763,Food Stamps,OCCP_Une,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
764,Food Stamps,OCCP_CMS,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
765,Food Stamps,OCCP_CMS,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
766,Food Stamps,OCCP_BUS,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
767,Food Stamps,OCCP_BUS,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
768,Food Stamps,OCCP_ENT,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
769,Food Stamps,OCCP_ENT,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
770,Food Stamps,OCCP_ENG,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
771,Food Stamps,OCCP_ENG,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
772,Food Stamps,OCCP_O,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
773,Food Stamps,OCCP_O,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
774,Food Stamps,OCCP_LGL,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
775,Food Stamps,OCCP_LGL,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
776,Food Stamps,OCCP_G,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
777,Food Stamps,OCCP_G,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
778,Food Stamps,OCCP_EXT,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
779,Food Stamps,OCCP_EXT,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
780,Food Stamps,POBP_AL,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
781,Food Stamps,POBP_AL,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
782,Food Stamps,POBP_GA,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
783,Food Stamps,POBP_GA,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
784,Food Stamps,POBP_MEXICO,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
785,Food Stamps,POBP_MEXICO,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
786,Food Stamps,POBP_CENTRALAMERICA,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
787,Food Stamps,POBP_CENTRALAMERICA,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
788,Food Stamps,POBP_USTERR,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
789,Food Stamps,POBP_USTERR,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
790,Food Stamps,POBP_NC,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
791,Food Stamps,POBP_NC,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
792,Food Stamps,POBP_PA,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
793,Food Stamps,POBP_PA,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
794,Food Stamps,POBP_TN,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
795,Food Stamps,POBP_TN,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
796,Food Stamps,POBP_ASIA,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
797,Food Stamps,POBP_ASIA,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
798,Food Stamps,POBP_AR,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
799,Food Stamps,POBP_AR,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
800,Food Stamps,POBP_MS,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
801,Food Stamps,POBP_MS,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
802,Food Stamps,POBP_OH,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
803,Food Stamps,POBP_OH,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
804,Food Stamps,POBP_WY,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
805,Food Stamps,POBP_WY,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
806,Food Stamps,POBP_TX,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
807,Food Stamps,POBP_TX,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
808,Food Stamps,POBP_CA,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
809,Food Stamps,POBP_CA,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
810,Food Stamps,POBP_IL,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
811,Food Stamps,POBP_IL,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
812,Food Stamps,POBP_KY,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
813,Food Stamps,POBP_KY,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
814,Food Stamps,POBP_FL,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
815,Food Stamps,POBP_FL,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
816,Food Stamps,POBP_WI,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
817,Food Stamps,POBP_WI,B,0.0,1.0,0.0,2,0.7807545710655692,0.21924542893443075,54309
818,Food Stamps,POBP_OK,A,0.0,1.0,0.0,2,0.8101397351810377,0.18986026481896237,786273
